model,training_document_count,validation_document_count,validation_mae,validation_rmse,persistence_validation_mae,validation_mae_improvement,validation_relative_improvement,text_increment_status
single_text_ridge,61,23,2.659180,3.605938,3.008696,0.349516,0.116169,validated_positive
