trade_month,signal_date,strategy,cost_bps,risk_weight,defensive_weight,net_return,nav,turnover,momentum_12m,volatility_60d,trend_positive,macro_acceleration,tradable
2025-09,2025-08-31,trend_alphalens,5,0.239438,0.760562,0.052355,1.150350,0.031732,0.365042,0.208822,true,-2.056596,true
2025-09,2025-08-31,trend_oracle,5,0.239438,0.760562,0.052355,1.162170,0.031732,0.365042,0.208822,true,,false
2025-10,2025-09-30,buy_hold,5,1.000000,0.000000,0.022378,1.413989,0.000000,0.393330,0.288429,true,,true
2025-10,2025-09-30,trend,5,0.346706,0.653294,0.010739,1.293041,0.132170,0.393330,0.288429,true,,true
2025-10,2025-09-30,trend_latest_macro,5,0.173353,0.826647,0.007701,1.218321,0.066085,0.393330,0.288429,true,,true
2025-10,2025-09-30,trend_alphalens,5,0.346706,0.653294,0.010751,1.162717,0.107268,0.393330,0.288429,true,0.520831,true
2025-10,2025-09-30,trend_oracle,5,0.173353,0.826647,0.007701,1.171120,0.066085,0.393330,0.288429,true,,false
2025-11,2025-10-31,buy_hold,5,1.000000,0.000000,-0.029754,1.371918,0.000000,0.352588,0.354955,true,,true
2025-11,2025-10-31,trend,5,0.281726,0.718274,-0.009267,1.281058,0.064980,0.352588,0.354955,true,,true
2025-11,2025-10-31,trend_latest_macro,5,0.140863,0.859137,-0.005227,1.211953,0.032490,0.352588,0.354955,true,,true
2025-11,2025-10-31,trend_alphalens,5,0.281726,0.718274,-0.009267,1.151942,0.064980,0.352588,0.354955,true,0.178603,true
2025-11,2025-10-31,trend_oracle,5,0.140863,0.859137,-0.005227,1.164998,0.032490,0.352588,0.354955,true,,false
2025-12,2025-11-30,buy_hold,5,1.000000,0.000000,0.010222,1.385941,0.000000,0.309722,0.405484,true,,true
2025-12,2025-11-30,trend,5,0.246619,0.753381,0.000166,1.281271,0.035107,0.309722,0.405484,true,,true
2025-12,2025-11-30,trend_latest_macro,5,0.123309,0.876691,-0.001468,1.210173,0.017554,0.309722,0.405484,true,,true
2025-12,2025-11-30,trend_alphalens,5,0.246619,0.753381,0.000166,1.152133,0.035107,0.309722,0.405484,true,1.700935,true
2025-12,2025-11-30,trend_oracle,5,0.123309,0.876691,-0.001468,1.163288,0.017554,0.309722,0.405484,true,,false
2026-01,2025-12-31,buy_hold,5,1.000000,0.000000,0.025820,1.421726,0.000000,0.445399,0.353410,true,,true
2026-01,2025-12-31,trend,5,0.282957,0.717043,0.009125,1.292963,0.036339,0.445399,0.353410,true,,true
2026-01,2025-12-31,trend_latest_macro,5,0.141479,0.858521,0.005844,1.217245,0.018169,0.445399,0.353410,true,,true
2026-01,2025-12-31,trend_alphalens,5,0.282957,0.717043,0.009125,1.162647,0.036339,0.445399,0.353410,true,3.839340,true
2026-01,2025-12-31,trend_oracle,5,0.141479,0.858521,0.005844,1.170086,0.018169,0.445399,0.353410,true,,false
2026-03,2026-02-28,buy_hold,5,1.000000,0.000000,-0.034958,1.372025,0.000000,0.583756,0.251014,true,,true
2026-03,2026-02-28,trend,5,0.398383,0.601617,-0.014823,1.273798,0.115426,0.583756,0.251014,true,,true
2026-03,2026-02-28,trend_latest_macro,5,0.199192,0.800808,-0.008108,1.207376,0.057713,0.583756,0.251014,true,,true
2026-03,2026-02-28,trend_alphalens,5,0.398383,0.601617,-0.014823,1.145413,0.115426,0.583756,0.251014,true,5.501806,true
2026-03,2026-02-28,trend_oracle,5,0.398383,0.601617,-0.014893,1.152659,0.256905,0.583756,0.251014,true,,false
2026-04,2026-03-31,buy_hold,5,1.000000,0.000000,0.099701,1.508817,0.000000,0.580084,0.274986,true,,true
2026-04,2026-03-31,trend,5,0.363655,0.636345,0.037585,1.321673,0.034728,0.580084,0.274986,true,,true
2026-04,2026-03-31,trend_latest_macro,5,0.363655,0.636345,0.037520,1.252676,0.164464,0.580084,0.274986,true,,true
2026-04,2026-03-31,trend_alphalens,5,0.181828,0.818172,0.019750,1.168035,0.216556,0.580084,0.274986,true,-1.899272,true
2026-04,2026-03-31,trend_oracle,5,0.181828,0.818172,0.019750,1.175424,0.216556,0.580084,0.274986,true,,false
2026-05,2026-04-30,buy_hold,5,1.000000,0.000000,-0.057419,1.422182,0.000000,0.883095,0.294778,true,,true
2026-05,2026-04-30,trend,5,0.339238,0.660762,-0.016215,1.300241,0.024417,0.883095,0.294778,true,,true
2026-05,2026-04-30,trend_latest_macro,5,0.169619,0.830381,-0.005720,1.245511,0.194036,0.883095,0.294778,true,,true
2026-05,2026-04-30,trend_alphalens,5,0.339238,0.660762,-0.016282,1.149017,0.157411,0.883095,0.294778,true,0.098197,true
2026-05,2026-04-30,trend_oracle,5,0.169619,0.830381,-0.005629,1.168808,0.012209,0.883095,0.294778,true,,false
2026-06,2026-05-31,buy_hold,5,1.000000,0.000000,-0.042001,1.362450,0.000000,0.757046,0.281822,true,,true
2026-06,2026-05-31,trend,5,0.354834,0.645166,-0.018180,1.276603,0.015596,0.757046,0.281822,true,,true
2026-06,2026-05-31,trend_latest_macro,5,0.177417,0.822583,-0.011624,1.231034,0.007798,0.757046,0.281822,true,,true
2026-06,2026-05-31,trend_alphalens,5,0.177417,0.822583,-0.011701,1.135572,0.161821,0.757046,0.281822,true,-0.054122,true
2026-06,2026-05-31,trend_oracle,5,0.354834,0.645166,-0.018265,1.147459,0.185215,0.757046,0.281822,true,,false
2026-07,2026-06-30,buy_hold,5,1.000000,0.000000,-0.181727,1.114856,0.000000,0.581703,0.316560,true,,true
2026-07,2026-06-30,trend,5,0.315896,0.684104,-0.056396,1.204607,0.038938,0.581703,0.316560,true,,true
2026-07,2026-06-30,trend_latest_macro,5,0.315896,0.684104,-0.056446,1.161547,0.138479,0.581703,0.316560,true,,true
2026-07,2026-06-30,trend_alphalens,5,0.315896,0.684104,-0.056446,1.071474,0.138479,0.581703,0.316560,true,0.462576,true
2026-07,2026-06-30,trend_oracle,5,0.315896,0.684104,-0.056396,1.082747,0.038938,0.581703,0.316560,true,,false
2024-03,2024-02-29,buy_hold,10,1.000000,0.000000,0.008093,1.008093,0.000000,-0.397925,0.339796,false,,true
2024-03,2024-02-29,trend,10,0.000000,1.000000,0.002415,1.002415,0.000000,-0.397925,0.339796,false,,true
2024-03,2024-02-29,trend_latest_macro,10,0.000000,1.000000,0.002415,1.002415,0.000000,-0.397925,0.339796,false,,true
2024-03,2024-02-29,trend_alphalens,10,0.000000,1.000000,0.002415,1.002415,0.000000,-0.397925,0.339796,false,2.314304,true
2024-03,2024-02-29,trend_oracle,10,0.000000,1.000000,0.002415,1.002415,0.000000,-0.397925,0.339796,false,,false
2024-04,2024-03-31,buy_hold,10,1.000000,0.000000,-0.006523,1.001517,0.000000,-0.356795,0.367628,false,,true
2024-04,2024-03-31,trend,10,0.000000,1.000000,0.002905,1.005327,0.000000,-0.356795,0.367628,false,,true
2024-04,2024-03-31,trend_latest_macro,10,0.000000,1.000000,0.002905,1.005327,0.000000,-0.356795,0.367628,false,,true
2024-04,2024-03-31,trend_alphalens,10,0.000000,1.000000,0.002905,1.005327,0.000000,-0.356795,0.367628,false,2.414547,true
2024-04,2024-03-31,trend_oracle,10,0.000000,1.000000,0.002905,1.005327,0.000000,-0.356795,0.367628,false,,false
2024-05,2024-04-30,buy_hold,10,1.000000,0.000000,-0.022727,0.978756,0.000000,-0.337423,0.353318,false,,true
2024-05,2024-04-30,trend,10,0.000000,1.000000,0.005232,1.010587,0.000000,-0.337423,0.353318,false,,true
2024-05,2024-04-30,trend_latest_macro,10,0.000000,1.000000,0.005232,1.010587,0.000000,-0.337423,0.353318,false,,true
2024-05,2024-04-30,trend_alphalens,10,0.000000,1.000000,0.005232,1.010587,0.000000,-0.337423,0.353318,false,3.971676,true
2024-05,2024-04-30,trend_oracle,10,0.000000,1.000000,0.005232,1.010587,0.000000,-0.337423,0.353318,false,,false
2024-06,2024-05-31,buy_hold,10,1.000000,0.000000,-0.120413,0.860900,0.000000,-0.297130,0.308353,false,,true
2024-06,2024-05-31,trend,10,0.000000,1.000000,0.006653,1.017311,0.000000,-0.297130,0.308353,false,,true
2024-06,2024-05-31,trend_latest_macro,10,0.000000,1.000000,0.006653,1.017311,0.000000,-0.297130,0.308353,false,,true
2024-06,2024-05-31,trend_alphalens,10,0.000000,1.000000,0.006653,1.017311,0.000000,-0.297130,0.308353,false,2.998087,true
2024-06,2024-05-31,trend_oracle,10,0.000000,1.000000,0.006653,1.017311,0.000000,-0.297130,0.308353,false,,false
2024-07,2024-06-30,buy_hold,10,1.000000,0.000000,0.024677,0.882145,0.000000,-0.401547,0.268453,false,,true
2024-07,2024-06-30,trend,10,0.000000,1.000000,0.006018,1.023432,0.000000,-0.401547,0.268453,false,,true
2024-07,2024-06-30,trend_latest_macro,10,0.000000,1.000000,0.006018,1.023432,0.000000,-0.401547,0.268453,false,,true
2024-07,2024-06-30,trend_alphalens,10,0.000000,1.000000,0.006018,1.023432,0.000000,-0.401547,0.268453,false,5.771146,true
2024-07,2024-06-30,trend_oracle,10,0.000000,1.000000,0.006018,1.023432,0.000000,-0.401547,0.268453,false,,false
2024-08,2024-07-31,buy_hold,10,1.000000,0.000000,-0.041284,0.845726,0.000000,-0.368402,0.234128,false,,true
2024-08,2024-07-31,trend,10,0.000000,1.000000,0.001989,1.025468,0.000000,-0.368402,0.234128,false,,true
2024-08,2024-07-31,trend_latest_macro,10,0.000000,1.000000,0.001989,1.025468,0.000000,-0.368402,0.234128,false,,true
2024-08,2024-07-31,trend_alphalens,10,0.000000,1.000000,0.001989,1.025468,0.000000,-0.368402,0.234128,false,5.762243,true
2024-08,2024-07-31,trend_oracle,10,0.000000,1.000000,0.001989,1.025468,0.000000,-0.368402,0.234128,false,,false
2024-09,2024-08-31,buy_hold,10,1.000000,0.000000,0.341507,1.134547,0.000000,-0.320404,0.207433,false,,true
2024-09,2024-08-31,trend,10,0.000000,1.000000,-0.007093,1.018195,0.000000,-0.320404,0.207433,false,,true
2024-09,2024-08-31,trend_latest_macro,10,0.000000,1.000000,-0.007093,1.018195,0.000000,-0.320404,0.207433,false,,true
2024-09,2024-08-31,trend_alphalens,10,0.000000,1.000000,-0.007093,1.018195,0.000000,-0.320404,0.207433,false,3.805139,true
2024-09,2024-08-31,trend_oracle,10,0.000000,1.000000,-0.007093,1.018195,0.000000,-0.320404,0.207433,false,,false
2024-10,2024-09-30,buy_hold,10,1.000000,0.000000,-0.039679,1.089530,0.000000,-0.123388,0.335802,false,,true
2024-10,2024-09-30,trend,10,0.000000,1.000000,0.010792,1.029183,0.000000,-0.123388,0.335802,false,,true
2024-10,2024-09-30,trend_latest_macro,10,0.000000,1.000000,0.010792,1.029183,0.000000,-0.123388,0.335802,false,,true
2024-10,2024-09-30,trend_alphalens,10,0.000000,1.000000,0.010792,1.029183,0.000000,-0.123388,0.335802,false,7.899741,true
2024-10,2024-09-30,trend_oracle,10,0.000000,1.000000,0.010792,1.029183,0.000000,-0.123388,0.335802,false,,false
2024-11,2024-10-31,buy_hold,10,1.000000,0.000000,-0.000929,1.088518,0.000000,-0.016364,0.465427,false,,true
2024-11,2024-10-31,trend,10,0.000000,1.000000,0.008367,1.037793,0.000000,-0.016364,0.465427,false,,true
2024-11,2024-10-31,trend_latest_macro,10,0.000000,1.000000,0.008367,1.037793,0.000000,-0.016364,0.465427,false,,true
2024-11,2024-10-31,trend_alphalens,10,0.000000,1.000000,0.008367,1.037793,0.000000,-0.016364,0.465427,false,6.580100,true
2024-11,2024-10-31,trend_oracle,10,0.000000,1.000000,0.008367,1.037793,0.000000,-0.016364,0.465427,false,,false
2024-12,2024-11-30,buy_hold,10,1.000000,0.000000,-0.079926,1.001517,0.000000,0.054688,0.488124,true,,true
2024-12,2024-11-30,trend,10,0.204866,0.795134,-0.007056,1.030471,0.204866,0.054688,0.488124,true,,true
2024-12,2024-11-30,trend_latest_macro,10,0.102433,0.897567,0.002461,1.040347,0.102433,0.054688,0.488124,true,,true
2024-12,2024-11-30,trend_alphalens,10,0.204866,0.795134,-0.007056,1.030471,0.204866,0.054688,0.488124,true,3.708355,true
2024-12,2024-11-30,trend_oracle,10,0.204866,0.795134,-0.007056,1.030471,0.204866,0.054688,0.488124,true,,false
2025-01,2024-12-31,buy_hold,10,1.000000,0.000000,-0.044444,0.957006,0.000000,-0.052228,0.352231,false,,true
2025-01,2024-12-31,trend,10,0.000000,1.000000,0.000297,1.030777,0.204866,-0.052228,0.352231,false,,true
2025-01,2024-12-31,trend_latest_macro,10,0.000000,1.000000,0.000400,1.040763,0.102433,-0.052228,0.352231,false,,true
2025-01,2024-12-31,trend_alphalens,10,0.000000,1.000000,0.000297,1.030777,0.204866,-0.052228,0.352231,false,3.551948,true
2025-01,2024-12-31,trend_oracle,10,0.000000,1.000000,0.000297,1.030777,0.204866,-0.052228,0.352231,false,,false
2025-03,2025-02-28,buy_hold,10,1.000000,0.000000,-0.040930,0.917836,0.000000,-0.001521,0.198391,false,,true
2025-03,2025-02-28,trend,10,0.000000,1.000000,-0.000421,1.030344,0.000000,-0.001521,0.198391,false,,true
2025-03,2025-02-28,trend_latest_macro,10,0.000000,1.000000,-0.000421,1.040325,0.000000,-0.001521,0.198391,false,,true
2025-03,2025-02-28,trend_alphalens,10,0.000000,1.000000,-0.000421,1.030344,0.000000,-0.001521,0.198391,false,1.960850,true
2025-03,2025-02-28,trend_oracle,10,0.000000,1.000000,-0.000421,1.030344,0.000000,-0.001521,0.198391,false,,false
2025-04,2025-03-31,buy_hold,10,1.000000,0.000000,-0.075342,0.848684,0.000000,-0.042864,0.204532,false,,true
2025-04,2025-03-31,trend,10,0.000000,1.000000,0.007409,1.037978,0.000000,-0.042864,0.204532,false,,true
2025-04,2025-03-31,trend_latest_macro,10,0.000000,1.000000,0.007409,1.048033,0.000000,-0.042864,0.204532,false,,true
2025-04,2025-03-31,trend_alphalens,10,0.000000,1.000000,0.007409,1.037978,0.000000,-0.042864,0.204532,false,0.160334,true
2025-04,2025-03-31,trend_oracle,10,0.000000,1.000000,0.007409,1.037978,0.000000,-0.042864,0.204532,false,,false
2025-05,2025-04-30,buy_hold,10,1.000000,0.000000,0.010256,0.857388,0.000000,-0.102366,0.266685,false,,true
2025-05,2025-04-30,trend,10,0.000000,1.000000,-0.000998,1.036942,0.000000,-0.102366,0.266685,false,,true
2025-05,2025-04-30,trend_latest_macro,10,0.000000,1.000000,-0.000998,1.046987,0.000000,-0.102366,0.266685,false,,true
2025-05,2025-04-30,trend_alphalens,10,0.000000,1.000000,-0.000998,1.036942,0.000000,-0.102366,0.266685,false,-1.903375,true
2025-05,2025-04-30,trend_oracle,10,0.000000,1.000000,-0.000998,1.036942,0.000000,-0.102366,0.266685,false,,false
2025-06,2025-05-31,buy_hold,10,1.000000,0.000000,0.066554,0.914450,0.000000,-0.083204,0.251892,false,,true
2025-06,2025-05-31,trend,10,0.000000,1.000000,0.003295,1.040359,0.000000,-0.083204,0.251892,false,,true
2025-06,2025-05-31,trend_latest_macro,10,0.000000,1.000000,0.003295,1.050437,0.000000,-0.083204,0.251892,false,,true
2025-06,2025-05-31,trend_alphalens,10,0.000000,1.000000,0.003295,1.040359,0.000000,-0.083204,0.251892,false,-3.445643,true
2025-06,2025-05-31,trend_oracle,10,0.000000,1.000000,0.003295,1.040359,0.000000,-0.083204,0.251892,false,,false
2025-07,2025-06-30,buy_hold,10,1.000000,0.000000,0.050767,0.960874,0.000000,0.111046,0.252188,true,,true
2025-07,2025-06-30,trend,10,0.396530,0.603470,0.018455,1.059559,0.396530,0.111046,0.252188,true,,true
2025-07,2025-06-30,trend_latest_macro,10,0.198265,0.801735,0.008168,1.059017,0.198265,0.111046,0.252188,true,,true
2025-07,2025-06-30,trend_alphalens,10,0.198265,0.801735,0.008168,1.048857,0.198265,0.111046,0.252188,true,-3.495466,true
2025-07,2025-06-30,trend_oracle,10,0.396530,0.603470,0.018455,1.059559,0.396530,0.111046,0.252188,true,,false
2025-08,2025-07-31,buy_hold,10,1.000000,0.000000,0.157524,1.112235,0.000000,0.137951,0.184386,true,,true
2025-08,2025-07-31,trend,10,0.542340,0.457660,0.084787,1.149396,0.145810,0.137951,0.184386,true,,true
2025-08,2025-07-31,trend_latest_macro,10,0.542340,0.457660,0.084589,1.148598,0.344075,0.137951,0.184386,true,,true
2025-08,2025-07-31,trend_alphalens,10,0.271170,0.728830,0.041848,1.092750,0.072905,0.137951,0.184386,true,-3.153531,true
2025-08,2025-07-31,trend_oracle,10,0.271170,0.728830,0.041796,1.103844,0.125360,0.137951,0.184386,true,,false
2025-09,2025-08-31,buy_hold,10,1.000000,0.000000,0.243478,1.383040,0.000000,0.365042,0.208822,true,,true
