rule_id,route,condition,direction,expected_lag_months,independent_document_count,independent_period_count,train_correlation,rolling_mae_improvement,stability,score,status
MR001,historical_rules,policy_expands_effective_demand,1,2,12,12,-0.243162,0.029285,0.000000,0.335031,qualified
