decision_id,recorded_at,strategy_version,signal_date,selected_contract,baseline_strategy,enhanced_strategy,momentum_20d,validation_std,active_text_score,baseline_position,enhanced_position,position_delta,text_confirmed_trend,cost_bps,execution_rule,market_input_sha256,signal_input_sha256,freeze_manifest_sha256
2fd245819dc684bd4b98035b,2026-08-14T18:20:17+08:00,lithium-prospective-v2,2026-08-14,LC2701,pure_trend_20d,prospective_rule_confirmed_trend,0.0411804158283031,0.114066104324271,0,0.346114251404238,0.346114251404238,0,false,5,next_available_trading_day_open_to_following_open,c6acf79261038afecdbd1715565c95a5073947298e784eabb14a8313f289950d,8deb35d4d26793df2041a7a3bf336a01761634f57912c4ebc1e66d3f01625693,992848c80ddb9eac628f93aa7489cbaac3513ac351af4f9d497d080c0f95d19a
