trade_date,monetary_policy,liquidity,growth,inflation,bond_supply,risk_appetite,rule_pressure,supporting_document_count,structured_observation_count,independent_event_count,monetary_policy_independent_event_count,liquidity_independent_event_count,growth_independent_event_count,inflation_independent_event_count,bond_supply_independent_event_count,risk_appetite_independent_event_count,monetary_policy_evidence_status,liquidity_evidence_status,growth_evidence_status,inflation_evidence_status,bond_supply_evidence_status,risk_appetite_evidence_status
2019-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,212,1,196,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2019-12-16,0.0,-0.585,0.0,0.0,0.0,0.0,0.0,1,8,213,1,197,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2019-12-17,0.0,-0.585,0.0,0.0,0.0,0.0,0.0,1,8,213,1,197,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2019-12-18,0.0,-0.585,0.0,0.0,0.0,0.0,0.0,1,8,213,1,197,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2019-12-19,0.0,-0.585,0.0,0.0,0.0,0.0,0.0,1,8,213,1,197,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2019-12-20,0.0,-0.585,0.0,0.0,0.0,0.0,0.0,1,8,213,1,197,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2019-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,213,1,197,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2019-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,213,1,197,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2019-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,213,1,197,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2019-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,213,1,197,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2019-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,213,1,197,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2019-12-30,0.0,-0.585,0.0,0.0,0.0,0.0,0.0,1,8,214,1,198,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2019-12-31,0.0,-0.585,0.0,0.0,0.0,0.0,0.0,1,8,214,1,198,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-01-02,0.0,-0.585,0.0,0.0,0.0,0.0,0.0,1,8,214,1,198,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-01-03,0.0,-0.585,0.0,0.0,0.0,0.0,0.0,1,8,214,1,198,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-01-06,0.0,-0.567,0.0,0.0,0.0,0.0,0.0,2,8,217,2,200,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-01-07,0.0,-0.5625,0.0,0.0,0.0,0.0,0.0,1,8,217,2,200,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-01-08,0.0,-0.5625,0.0,0.0,0.0,0.0,0.0,1,8,217,2,200,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-01-09,0.0,-0.5625,0.0,0.0,0.0,0.0,0.0,1,8,217,2,200,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-01-10,0.0,-0.5625,0.0,0.0,0.0,0.0,0.0,1,8,217,2,200,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,218,2,201,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,218,2,201,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,218,2,201,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,218,2,201,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,218,2,201,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,218,2,201,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-01-20,0.0,-0.5625,0.0,0.0,0.0,0.0,0.0,1,8,220,2,203,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-01-21,0.0,-0.5625,0.0,0.0,0.0,0.0,0.0,1,8,220,2,203,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-01-22,0.0,-0.5625,0.0,0.0,0.0,0.0,0.0,1,8,220,2,203,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-01-23,0.0,-0.5625,0.0,0.0,0.0,0.0,0.0,1,8,220,2,203,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-02-03,0.0,-0.5625,0.0,0.0,0.0,0.0,0.0,2,8,221,2,204,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-02-04,0.0,-0.5625,0.0,0.0,0.0,0.0,0.0,1,8,221,2,204,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-02-05,0.0,-0.5625,0.0,0.0,0.0,0.0,0.0,1,8,221,2,204,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-02-06,0.0,-0.5625,0.0,0.0,0.0,0.0,0.0,1,8,221,2,204,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-02-07,0.0,-0.5625,0.0,0.0,0.0,0.0,0.0,1,8,221,2,204,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-02-10,0.0,-0.5625,0.0,0.0,0.0,0.0,0.0,1,8,222,2,205,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-02-11,0.0,-0.5625,0.0,0.0,0.0,0.0,0.0,1,8,222,2,205,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-02-12,0.0,-0.5625,0.0,0.0,0.0,0.0,0.0,1,8,222,2,205,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-02-13,0.0,-0.5625,0.0,0.0,0.0,0.0,0.0,1,8,222,2,205,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-02-14,0.0,-0.5625,0.0,0.0,0.0,0.0,0.0,1,8,222,2,205,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-02-17,0.0,-0.5625,0.0,0.0,0.0,0.0,0.0,1,8,223,2,206,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-02-18,0.0,-0.5625,0.0,0.0,0.0,0.0,0.0,1,8,223,2,206,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-02-19,0.0,-0.5625,0.0,0.0,0.0,0.0,0.0,2,8,223,2,206,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-02-20,0.0,-0.5625,0.0,0.0,0.0,0.0,0.0,2,8,223,2,206,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-02-21,0.0,-0.5625,0.0,0.0,0.0,0.0,0.0,2,8,223,2,206,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,224,2,207,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,224,2,207,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,224,2,207,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,224,2,207,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,224,2,207,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,225,2,208,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,225,2,208,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,225,2,208,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,225,2,208,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,225,2,208,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,225,2,208,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,225,2,208,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,225,2,208,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,225,2,208,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,225,2,208,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-03-16,0.0,-0.5625,0.0,0.0,0.0,0.0,0.0,1,8,227,2,210,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-03-17,0.0,-0.5625,0.0,0.0,0.0,0.0,0.0,1,8,227,2,210,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-03-18,0.0,-0.5625,0.0,0.0,0.0,0.0,0.0,1,8,227,2,210,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-03-19,0.0,-0.5625,0.0,0.0,0.0,0.0,0.0,1,8,227,2,210,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-03-20,0.0,-0.5625,0.0,0.0,0.0,0.0,0.0,1,8,227,2,210,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,228,2,211,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,228,2,211,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,228,2,211,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,228,2,211,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,228,2,211,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-03-30,0.0,-0.5625,0.0,0.0,0.0,0.0,0.0,1,8,229,2,212,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-03-31,0.0,-0.5625,0.0,0.0,0.0,0.0,0.0,1,8,229,2,212,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-04-01,0.0,-0.5625,0.0,0.0,0.0,0.0,0.0,1,8,229,2,212,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-04-02,0.0,-0.5625,0.0,0.0,0.0,0.0,0.0,1,8,229,2,212,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-04-03,0.0,-0.5625,0.0,0.0,0.0,0.0,0.0,1,8,229,2,212,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,230,2,213,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,230,2,213,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,230,2,213,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,230,2,213,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,230,2,213,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,230,2,213,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,230,2,213,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,230,2,213,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,230,2,213,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,230,2,213,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,230,2,213,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,230,2,213,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,230,2,213,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,230,2,213,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,230,2,213,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,230,2,213,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,230,2,213,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,230,2,213,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,230,2,213,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,230,2,213,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,230,2,213,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,230,2,213,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,230,2,213,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,230,2,213,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,230,2,213,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,230,2,213,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,230,2,213,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,230,2,213,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,230,2,213,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,230,2,213,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,230,2,213,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,230,2,213,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,230,2,213,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,230,2,213,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,230,2,213,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,230,2,213,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,230,2,213,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,230,2,213,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,231,2,214,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,231,2,214,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,231,2,214,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,231,2,214,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,231,2,214,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-06-08,0.0,-0.5625,0.0,0.0,0.0,0.0,0.0,1,8,232,2,215,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-06-09,0.0,-0.5625,0.0,0.0,0.0,0.0,0.0,1,8,232,2,215,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-06-10,0.0,-0.5625,0.0,0.0,0.0,0.0,0.0,1,8,232,2,215,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-06-11,0.0,-0.5625,0.0,0.0,0.0,0.0,0.0,1,8,232,2,215,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-06-12,0.0,-0.5625,0.0,0.0,0.0,0.0,0.0,1,8,232,2,215,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-06-15,0.0,-0.5625,0.0,0.0,0.0,0.0,0.0,1,8,233,2,216,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-06-16,0.0,-0.5625,0.0,0.0,0.0,0.0,0.0,1,8,233,2,216,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-06-17,0.0,-0.5625,0.0,0.0,0.0,0.0,0.0,1,8,233,2,216,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-06-18,0.0,-0.5625,0.0,0.0,0.0,0.0,0.0,1,8,233,2,216,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-06-19,0.0,-0.5625,0.0,0.0,0.0,0.0,0.0,1,8,233,2,216,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-06-22,0.0,-0.5625,0.0,0.0,0.0,0.0,0.0,1,8,234,2,217,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-06-23,0.0,-0.5625,0.0,0.0,0.0,0.0,0.0,1,8,234,2,217,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-06-24,0.0,-0.5625,0.0,0.0,0.0,0.0,0.0,1,8,234,2,217,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-06-28,0.0,-0.5625,0.0,0.0,0.0,0.0,0.0,1,8,234,2,217,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-06-29,0.0,-0.5625,0.0,0.0,0.0,0.0,0.0,2,8,235,2,218,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-06-30,0.0,-0.5625,0.0,0.0,0.0,0.0,0.0,1,8,235,2,218,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-07-01,0.0,-0.5625,0.0,0.0,0.0,0.0,0.0,1,8,235,2,218,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-07-02,0.0,-0.5625,0.0,0.0,0.0,0.0,0.0,1,8,235,2,218,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-07-03,0.0,-0.5625,0.0,0.0,0.0,0.0,0.0,1,8,235,2,218,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
2020-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,235,2,218,2,4,9,0,insufficient_evidence,sufficient,insufficient_evidence,insufficient_evidence,sufficient,insufficient_evidence
