doc_id,publish_time,status,model,request_id,error,annotation_input_sha256,prompt_version,annotated_at
GFEX-WR-20240912,2024-09-12,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-ee86a15d33c8ac2e,,40d9dfe7436f68a8e80caac146951430cf8ff22d8ec6331f810f5dfadc1e4162,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:34:49+08:00
GFEX-WR-20241008,2024-10-08,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-a0dd1a94aba2a988,,97a953b09f11182e42fba9a8d5b90cf38075081a0a48f78fa12edfe6e34eb9ae,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:34:52+08:00
GFEX-WR-20241014,2024-10-14,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-7230a9b673d052f8,,820cd7e44b4b4004d60eece80a0961c669d50eda12d95aff4b9bfe47570ef64b,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:34:55+08:00
GFEX-WR-20241021,2024-10-21,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-54e380ba2adfd0c6,,8990ec67fd69820a1260a0154b6ec1fa083add7849a77f7df7d412caf33198ab,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:34:58+08:00
GFEX-WR-20241104,2024-11-04,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-055816fecb782046,,d38f41b46a28bf66b4bd29fd2ba2515abe988ae8c16d55c88e8618261b6bc506,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:35:01+08:00
GFEX-WR-20241105,2024-11-05,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-084f3e16376fa500,,8d4d4272e8afad160c9e46609a0143c9cf79a6457720b5fd5f235e1e7dbeb8c9,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:35:04+08:00
GFEX-WR-20241111,2024-11-11,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-88e6cad206abe0eb,,22d9a9c29d2c14e4b661248e42c63c3377eaf36e3f2afe520adb8cb87c1fe58b,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:35:06+08:00
GFEX-WR-20241113,2024-11-13,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-bd2b0915b31aa10a,,feb4e872fbfafff56a8106684874a82f00a43211eabfee3aa19513be7e30288b,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:35:10+08:00
GFEX-WR-20241118,2024-11-18,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-561ad51abdd66358,,c4c33e964ea4420939c34c2e71920228a6a30bc66ad0ce668014d23e40c1175f,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:35:13+08:00
GFEX-WR-20241127,2024-11-27,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-85cf6a1a890b396e,,655794947baa09ffec61c8a67b0acecad8940d519fb8ef9736250d3dfe8185d1,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:35:15+08:00
GFEX-WR-20241129,2024-11-29,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-b31e6b490f56ab2c,,dc9417c280a453e33d98da8745b5948690b9d0dc712fe9d8c50867c62acfa7d9,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:35:19+08:00
GFEX-WR-20241202,2024-12-02,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-8113b951d6368ab0,,8d8feee26aba721b37a5728d8a41edeadcf2bb4e8cd2cd04f821e272c1552c38,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:35:22+08:00
GFEX-WR-20241204,2024-12-04,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-090e1eb3d34f5e59,,324912929956f6fa919447acde211ebb050ea8856b7591e0faabb18888ddce6b,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:35:25+08:00
GFEX-WR-20241205,2024-12-05,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-ff96a8655a3344bc,,b76bf4081d6bb8c9ef86c5a68c3d63a9afde7795a79c13eb023ecdd16500d714,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:35:28+08:00
GFEX-WR-20241206,2024-12-06,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-068ec88c0d588576,,f4c75d84e9a82b4762221d477a8040e2f0ed6a75890fb1f0663cec719eec0325,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:35:31+08:00
GFEX-WR-20241209,2024-12-09,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-011a5e4e2c60470c,,b27d646ad6ebb5ccd3af2a504f3d6c75031f7020f7dfd6fd5fc3695476a53655,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:35:34+08:00
GFEX-WR-20241210,2024-12-10,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-aeb91433584cdc0d,,971433a9aec93d8d6abef1f32c903266fc5d809aa95ac49aac47119086e1c7a0,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:35:37+08:00
GFEX-WR-20241211,2024-12-11,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-69a1704a609706e3,,f6d0e4b177e11e06d88855d108667a679a4c8ef28e76bd0904a0c327f59ca8a6,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:35:40+08:00
GFEX-WR-20241212,2024-12-12,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-42fe37a0bc87f954,,1b827e2ab7142a3cd08fb3ebcf80418d982588ec5caf7e2e200c0d001e52b8f5,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:35:42+08:00
GFEX-WR-20241217,2024-12-17,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-cca9f19500a516ed,,7470d80a25fbc1aba65bdf0eb4c495c0a0cc8880c86c3d2fadf9532c827b801d,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:35:45+08:00
GFEX-WR-20241218,2024-12-18,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-77e6e68e450ee295,,e25ef8d49686d01f3d20a1680b4cff85f3bbf756e3f07bef38f970c7d13671e7,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:35:49+08:00
GFEX-WR-20241220,2024-12-20,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-ab50aa047925afeb,,6e8492c0c21114c0f0e19e5b87f690e12186bead3abeb0b9fc44e985ec4ce49a,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:35:52+08:00
LC-TEXT-0010,2024-12-20,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-ae37c6249afed065,,1129e72899d6242a2cf071cbfedac5e4c66c64f972eca8f3647244789287aa99,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:36:08+08:00
GFEX-WR-20241224,2024-12-24,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-e9205a8e2a1c8e71,,5183cf15a3fed14e352cd50339cd47f27b7b0c7992bb3de74e4c11bcbc9b4027,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:36:11+08:00
GFEX-WR-20241226,2024-12-26,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-1ded43150791227e,,d03f9f816930d558f6e2e342ab8bba580144d2aab5806ba956bdf57aabe72a55,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:36:14+08:00
GFEX-WR-20241231,2024-12-31,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-d050ece9de652b07,,a179209686c16b0fd4a58be9acf80b475bcaabb350fa64b807ab80e61346e0f3,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:36:56+08:00
GFEX-WR-20250102,2025-01-02,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-8771d7cdd682411f,,ecd05d1b943505cccf24a1ecff5ae7ea899406ec12b3f3f0da6022364bef973e,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:37:10+08:00
GFEX-WR-20250108,2025-01-08,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-b2fa4d048e0cd585,,152953e892945f282202382bb463c088ee0f2e13df9269afe17ab45a9c84b68b,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:37:15+08:00
GFEX-WR-20250110,2025-01-10,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-892c3fed7a0e4912,,75c0386f9786aa8c0954c47cfe87c23f63e8ec21a35050a2667d70c8e01a2168,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:37:19+08:00
GFEX-WR-20250116,2025-01-16,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-57d5f811b44cc79a,,b3a5fa804ba72e5670401ec383d9f40065475cc400bdf389c012da380657bed0,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:37:23+08:00
GFEX-WR-20250121,2025-01-21,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-adae7d2e7be78562,,3ab003b94443c6a6942e026074926bd9cbba49eea37695e5df7998f9cfb0dbff,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:37:51+08:00
GFEX-WR-20250122,2025-01-22,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-9ff36b34e2bb7fb5,,beea603d7159be5b9cc840122914f608d56b3dc73b7e68304cfca410726fe905,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:37:56+08:00
GFEX-WR-20250127,2025-01-27,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-71f04ce658e9978b,,4a6f00f32acb5f2799b8b5d78a3628a1c05e1181185d2f02b327e1e48d8e97d9,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:38:01+08:00
LC-TEXT-0017,2025-02-04,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-8471e9de77fc8c67,,fb011161c99f064e2ea072ceaa850b6ef49f5825de2f20ffe776a49d937c617c,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:38:55+08:00
GFEX-WR-20250210,2025-02-10,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-387393803b463ef8,,440073ec9b74a27b7f9e170bc852fad2d27dee50acf9b1bcba44eb88074b14d6,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:39:00+08:00
GFEX-WR-20250213,2025-02-13,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-dc98b15ebcad3f08,,82f5c082388de32b033562c0d22471da1c348d82d3438a47bcd335389ed8edcf,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:39:04+08:00
GFEX-WR-20250227,2025-02-27,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-e93e5ca28e9fac10,,f26c0a9352a696862e3423ca32cb5ff717b378451c2c870c825bae153e8157c2,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:39:08+08:00
GFEX-WR-20250306,2025-03-06,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-be25c566ce6b3d4e,,ebac7366d24fa48a90878a3e8de2cdc25eb6cfe2df9b2866dc447c8f0a807cb1,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:39:12+08:00
GFEX-WR-20250307,2025-03-07,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-7a9fbd927a71491f,,42f50597b8ecde2ccc5b1c8bf65b767bde58b2f8bcbc7a0f461774cec55956ab,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:39:17+08:00
GFEX-WR-20250310,2025-03-10,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-24e35ec42cf12e45,,a23c9a10bb1c405133a9033fa91ed3c7f2bd6d43689c87afa951afb2da5fecc7,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:39:20+08:00
GFEX-WR-20250313,2025-03-13,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-e643832b9e06df68,,2c65ce5660eb2adb9f71985c8708e5221e3082d60edf76494175681dcdefdf7a,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:39:24+08:00
GFEX-WR-20250314,2025-03-14,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-d10f1b00893858ae,,a94044b5ed2d8e51b10aa7da32c6e97c038994d21df593e56ec60e3bfa9908ba,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:39:28+08:00
GFEX-WR-20250319,2025-03-19,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-124d14321979f262,,d1f75eda9defa05907f495b1a4a51dde7141a85f3a970254ae6faf57eefae9b2,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:39:33+08:00
GFEX-WR-20250320,2025-03-20,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-55fbc83f3344deda,,921bcc4d3c5cbb2dc2974d1c63974875a872cd2d2c44f4e79989903b4c47b06a,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:39:37+08:00
GFEX-WR-20250324,2025-03-24,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-c696048337e63e46,,ab4f6f86e71817032398b92c9e6c8b3953e4ddb80d9214d6cf5d6cce0b46d46c,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:39:41+08:00
GFEX-WR-20250331,2025-03-31,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-6b50da99852b37f4,,192e54e19538d7d4f680224eabdf816c2af7ff243ed02510effb1a7d45e4c2f6,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:39:47+08:00
GFEX-WR-20250401,2025-04-01,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-d097df39b99e6231,,4b50101fe4e7914dd89d8fc7e7943495a7a8a0b25c856f1b8db7a756f1cb2b41,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:39:51+08:00
GFEX-WR-20250402,2025-04-02,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-cb328335858e5d4e,,b7c5ca20c29f1cf4ab225f26944fd9ec27078c8bb0262a9d5a3d3227e49dfc28,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:39:55+08:00
GFEX-WR-20250403,2025-04-03,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-046951c483321202,,e0b393cff32c9328db84d2427b57aa3e4d7daf1dc8f6207e593b9673acbebf83,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:39:58+08:00
GFEX-WR-20250407,2025-04-07,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-663c96366cfa143a,,94dc0e7143c6d46b17f8ba83705609405ffd1c4279638793e032fff0037796c8,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:40:02+08:00
GFEX-WR-20250408,2025-04-08,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-63c48494ffd334fa,,fea1f80212fc74b505b490466ce89928240fe367910506a4342d9757b7d31f5f,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:40:06+08:00
GFEX-WR-20250421,2025-04-21,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-bc4937deb4338a73,,9cbc2f0f04e244867b1aa458f07a7cda1ddaa0512720e7cc80733a35eaf6500b,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:40:41+08:00
GFEX-WR-20250422,2025-04-22,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-f8d801b877ce8fd4,,2f77a881277338c7316704ca41774c247b1c9fd48ed926e9a97a6531582aba83,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:40:45+08:00
GFEX-WR-20250428,2025-04-28,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-3ebb511370b015f2,,463ad580ee9842e3dfe266521a3feb4e39a245150e144307bd8f3e984dca8dfa,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:40:50+08:00
GFEX-WR-20250506,2025-05-06,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-f9c3de75b0654990,,625e93eb91880266f831ccbc2deb66e5d7ac7c0585213044d2ee99aae3fcd3b8,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:40:54+08:00
GFEX-WR-20250507,2025-05-07,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-975e537d6b347f46,,13a517cecfc5ba404892111ff29f51b1132370f1f17b89e45b76b25e6f8a9ba6,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:40:58+08:00
GFEX-WR-20250527,2025-05-27,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-0baf45cea2752283,,5c1e2ce70c78ed6277986e0eb34d25b36c9db11223fdb59218cf799c05d67524,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:41:03+08:00
GFEX-WR-20250618,2025-06-18,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-3a9feab4338bd668,,91feda1666b385fbc9c40ec60edceb854b6a1881ba01ae286ef23eec64a00fb5,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:41:50+08:00
GFEX-WR-20250620,2025-06-20,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-93419d0f15e6ff5d,,9966b098f442bcf7818f068f858839d3a30ff8a5d66963d1e2fcb46abfc24de9,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:41:54+08:00
GFEX-WR-20250623,2025-06-23,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-c95248947dd1be4e,,dd04d4d64d49f6be1a73d208b7bbd0cb18b083a02a3cb3800491516385eba79e,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:41:58+08:00
GFEX-WR-20250624,2025-06-24,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-ecaf5dcca3676a5e,,106a0cdcfaa97d217644d41679c0977b733e6121c9c35cf12592b5dbb81c558b,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:42:02+08:00
GFEX-WR-20250704,2025-07-04,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-dd646690b0e0ff49,,267e27026edb809654f3d4d8972785391e4232211f1b79abb5e0d4e9b94a69db,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:42:06+08:00
GFEX-WR-20250707,2025-07-07,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-3c42379ad8745ef4,,d0a9fcb86c8af78664c03e1e8d144144eeff6df6d1b3a2d13ead8ad5e81b6a65,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:42:10+08:00
GFEX-WR-20250708,2025-07-08,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-2b980e2717cffcb7,,64d79b24ba8b2a67b4704609f6ee141006860658a61be59966a923f8c56a5e51,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:42:15+08:00
GFEX-WR-20250711,2025-07-11,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-312a6a264d6efac8,,778417824304dc539cec3cca5a81d21b42bacf5022c97b9dec40ace830625ec2,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:42:19+08:00
GFEX-WR-20250724,2025-07-24,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-472b58f158e73c0e,,f8c1aaccc1c261356dd9c90409ad0bded8550fd29e171d68d37c7ec2f54b75f8,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:42:23+08:00
GFEX-WR-20250730,2025-07-30,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-270c47c927abbb8f,,b95d75b0e8ff11fc11957742e916fe0c03e7a7b0d382ac70c42775b2c6400962,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:42:28+08:00
GFEX-WR-20250731,2025-07-31,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-e744b32fd6854874,,c938f42074025a1dea8c29f2a46c8b78ec618b093701360b6ffac6d52ff5461a,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:42:32+08:00
GFEX-WR-20250801,2025-08-01,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-33b8eb889c567ced,,c720e2147b13c17a390ee812677f11235c0db2eef9d5244774f4a9cd45196ada,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:42:37+08:00
GFEX-WR-20250804,2025-08-04,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-fdd43ffad973f18b,,4052e1f23593e8faab6948deb2835a79a0a1ddeff9c38e4261d756062cf26026,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:42:41+08:00
GFEX-WR-20250805,2025-08-05,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-819aa03ac544ee73,,f898f9119ee68df473cea48cdfe3b19c3841a4133ea45998b3730dbc1e3b28cc,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:42:45+08:00
GFEX-WR-20250807,2025-08-07,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-74cf94f8e76280b4,,705aa5d9cfb8478fb71cfc57611a420693057f596dc672adfaf53f755ae7d08a,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:42:49+08:00
GFEX-WR-20250808,2025-08-08,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-93b573ae4e1dc386,,b438d6fa5979c46363f33d0a5b052d920de33583c81f63d084408d1f4cd99f63,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:42:54+08:00
GFEX-WR-20250812,2025-08-12,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-0e274134cc68eebe,,7fdc57c6e77188e5034dc2a596781191ae11b825d6f893233bcf12b22fbc847a,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:42:58+08:00
GFEX-WR-20250813,2025-08-13,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-ecaa666a68a1c5e3,,c2b4f19a58aa6f466ede78f3d5e43ac0dc23684bceedb789db64025e93a37acf,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:43:02+08:00
GFEX-WR-20250815,2025-08-15,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-e0db93c93f9fb6d9,,ef4d412fed09f796e67350da38bf2cd2f18071b215004fb9abb52cf4fe716307,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:43:07+08:00
GFEX-WR-20250826,2025-08-26,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-dc5c7e221afe7bec,,95ae7707fbb79ef2b92930a8a5221b78a996d4aee03183a714f468348a39c314,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:43:11+08:00
LC-TEXT-0020,2025-08-27,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-ceb277fc67e0b08c,,d96b7a6847701e557e3d27c2b8b7ced2c2485b9955cdac515c24fa39f1fb526d,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:43:55+08:00
GFEX-WR-20250828,2025-08-28,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-a5e4f30770156091,,7c824dab23d1b7bf2959df3c5f25d0491832257df21622bef74f49a94b030d2e,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:44:28+08:00
GFEX-WR-20250829,2025-08-29,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-8425cc1cb4351ba8,,97f9861541ffc3ea54a5b724953fc3be73bba67587bff36530d9f7af2bdd81c6,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:44:32+08:00
GFEX-WR-20250901,2025-09-01,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-925a7e8a3af36bb3,,06683b33dda8a6d20301e8fbc0bc4e019f0fc88c8b1b3f32ea27750e3319ab8e,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:44:36+08:00
GFEX-WR-20250903,2025-09-03,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-c320fe07226b0029,,2fc08a26fb9787d64bc2bddf0598c9e679eed2f8a93f45ed3c014983ddc56377,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:44:41+08:00
GFEX-WR-20250904,2025-09-04,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-bf75a425129d5fde,,87adf2442fbfcb0f998abf489ec0623b9c8d07be86cbc2bbde3265bc869d3170,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:44:45+08:00
GFEX-WR-20250905,2025-09-05,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-7c6aba677cdb90ac,,5334de30822df44900ea41af0675422edbf7d19899d01a17ac380cd1475dbe69,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:44:49+08:00
GFEX-WR-20250908,2025-09-08,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-6344e2013eaa43cc,,04c5d12b82474f8c211f93c98a0a2597fed7e5bcd2866925a2dca031d7f4747b,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:44:54+08:00
LC-TEXT-0022,2025-09-22,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-7d196f456490bc68,,7af84f06ec48807ce641c0cb51d9863578950b9cd4cf04788082dd03823a83fa,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:45:41+08:00
