trade_date,cgb_10y_yield,dr007_proxy,dr007_proxy_name,cgb_source_url,liquidity_source_url,cgb_source_sha256,liquidity_source_sha256,ingested_at
2026-02-26,1.8288,1.4700,FDR007_FIXING,https://yield.chinabond.com.cn/cbweb-mn/yc/downYearBzqx?year=2026&wrjxCBFlag=0&zblx=txy&ycDefId=2c9081e50a2f9606010a3068cae70001&locale=en_US,https://www.chinamoney.com.cn/ags/ms/cm-u-bk-currency/FrrHis?lang=CN&startDate=2026-01-01&endDate=2026-12-31,ca625c2970ddcad8eb8777f13e139356276698a4c2f5d24b8bf4b89807e59ade,85dcdf0fb1266171bca250ddf6ff40e1ff2f642e104d68bcc775dfb3655a707a,2026-08-30T19:09:06+08:00
2026-02-27,1.7877,1.5000,FDR007_FIXING,https://yield.chinabond.com.cn/cbweb-mn/yc/downYearBzqx?year=2026&wrjxCBFlag=0&zblx=txy&ycDefId=2c9081e50a2f9606010a3068cae70001&locale=en_US,https://www.chinamoney.com.cn/ags/ms/cm-u-bk-currency/FrrHis?lang=CN&startDate=2026-01-01&endDate=2026-12-31,ca625c2970ddcad8eb8777f13e139356276698a4c2f5d24b8bf4b89807e59ade,85dcdf0fb1266171bca250ddf6ff40e1ff2f642e104d68bcc775dfb3655a707a,2026-08-30T19:09:06+08:00
2026-02-28,1.7753,1.5000,FDR007_FIXING,https://yield.chinabond.com.cn/cbweb-mn/yc/downYearBzqx?year=2026&wrjxCBFlag=0&zblx=txy&ycDefId=2c9081e50a2f9606010a3068cae70001&locale=en_US,https://www.chinamoney.com.cn/ags/ms/cm-u-bk-currency/FrrHis?lang=CN&startDate=2026-01-01&endDate=2026-12-31,ca625c2970ddcad8eb8777f13e139356276698a4c2f5d24b8bf4b89807e59ade,85dcdf0fb1266171bca250ddf6ff40e1ff2f642e104d68bcc775dfb3655a707a,2026-08-30T19:09:06+08:00
2026-03-02,1.7761,1.4600,FDR007_FIXING,https://yield.chinabond.com.cn/cbweb-mn/yc/downYearBzqx?year=2026&wrjxCBFlag=0&zblx=txy&ycDefId=2c9081e50a2f9606010a3068cae70001&locale=en_US,https://www.chinamoney.com.cn/ags/ms/cm-u-bk-currency/FrrHis?lang=CN&startDate=2026-01-01&endDate=2026-12-31,ca625c2970ddcad8eb8777f13e139356276698a4c2f5d24b8bf4b89807e59ade,85dcdf0fb1266171bca250ddf6ff40e1ff2f642e104d68bcc775dfb3655a707a,2026-08-30T19:09:06+08:00
2026-03-03,1.7807,1.4500,FDR007_FIXING,https://yield.chinabond.com.cn/cbweb-mn/yc/downYearBzqx?year=2026&wrjxCBFlag=0&zblx=txy&ycDefId=2c9081e50a2f9606010a3068cae70001&locale=en_US,https://www.chinamoney.com.cn/ags/ms/cm-u-bk-currency/FrrHis?lang=CN&startDate=2026-01-01&endDate=2026-12-31,ca625c2970ddcad8eb8777f13e139356276698a4c2f5d24b8bf4b89807e59ade,85dcdf0fb1266171bca250ddf6ff40e1ff2f642e104d68bcc775dfb3655a707a,2026-08-30T19:09:06+08:00
2026-03-04,1.7768,1.4300,FDR007_FIXING,https://yield.chinabond.com.cn/cbweb-mn/yc/downYearBzqx?year=2026&wrjxCBFlag=0&zblx=txy&ycDefId=2c9081e50a2f9606010a3068cae70001&locale=en_US,https://www.chinamoney.com.cn/ags/ms/cm-u-bk-currency/FrrHis?lang=CN&startDate=2026-01-01&endDate=2026-12-31,ca625c2970ddcad8eb8777f13e139356276698a4c2f5d24b8bf4b89807e59ade,85dcdf0fb1266171bca250ddf6ff40e1ff2f642e104d68bcc775dfb3655a707a,2026-08-30T19:09:06+08:00
2026-03-05,1.7779,1.4200,FDR007_FIXING,https://yield.chinabond.com.cn/cbweb-mn/yc/downYearBzqx?year=2026&wrjxCBFlag=0&zblx=txy&ycDefId=2c9081e50a2f9606010a3068cae70001&locale=en_US,https://www.chinamoney.com.cn/ags/ms/cm-u-bk-currency/FrrHis?lang=CN&startDate=2026-01-01&endDate=2026-12-31,ca625c2970ddcad8eb8777f13e139356276698a4c2f5d24b8bf4b89807e59ade,85dcdf0fb1266171bca250ddf6ff40e1ff2f642e104d68bcc775dfb3655a707a,2026-08-30T19:09:06+08:00
2026-03-06,1.7810,1.4200,FDR007_FIXING,https://yield.chinabond.com.cn/cbweb-mn/yc/downYearBzqx?year=2026&wrjxCBFlag=0&zblx=txy&ycDefId=2c9081e50a2f9606010a3068cae70001&locale=en_US,https://www.chinamoney.com.cn/ags/ms/cm-u-bk-currency/FrrHis?lang=CN&startDate=2026-01-01&endDate=2026-12-31,ca625c2970ddcad8eb8777f13e139356276698a4c2f5d24b8bf4b89807e59ade,85dcdf0fb1266171bca250ddf6ff40e1ff2f642e104d68bcc775dfb3655a707a,2026-08-30T19:09:06+08:00
2026-03-09,1.8054,1.4500,FDR007_FIXING,https://yield.chinabond.com.cn/cbweb-mn/yc/downYearBzqx?year=2026&wrjxCBFlag=0&zblx=txy&ycDefId=2c9081e50a2f9606010a3068cae70001&locale=en_US,https://www.chinamoney.com.cn/ags/ms/cm-u-bk-currency/FrrHis?lang=CN&startDate=2026-01-01&endDate=2026-12-31,ca625c2970ddcad8eb8777f13e139356276698a4c2f5d24b8bf4b89807e59ade,85dcdf0fb1266171bca250ddf6ff40e1ff2f642e104d68bcc775dfb3655a707a,2026-08-30T19:09:06+08:00
2026-03-10,1.8055,1.4500,FDR007_FIXING,https://yield.chinabond.com.cn/cbweb-mn/yc/downYearBzqx?year=2026&wrjxCBFlag=0&zblx=txy&ycDefId=2c9081e50a2f9606010a3068cae70001&locale=en_US,https://www.chinamoney.com.cn/ags/ms/cm-u-bk-currency/FrrHis?lang=CN&startDate=2026-01-01&endDate=2026-12-31,ca625c2970ddcad8eb8777f13e139356276698a4c2f5d24b8bf4b89807e59ade,85dcdf0fb1266171bca250ddf6ff40e1ff2f642e104d68bcc775dfb3655a707a,2026-08-30T19:09:06+08:00
