run_at,start_date,end_date,candidates,api_called,recorded,already_recorded,not_eligible,failed,notes
2026-08-15T02:02:51+08:00,2026-08-09,2026-08-15,2,0,0,0,0,0,no_eligible_post_freeze_documents
