decision_id,recorded_at,strategy_version,signal_date,selected_contract,baseline_position,active_text_score,enhanced_position,position_delta,accepted_signal_ids,cost_bps,execution_rule,execution_trade_date,candidate_source_sha256,report_sha256,market_input_sha256,signal_input_sha256
f55476a1606a3b8250e1ae9d,2026-08-15T01:44:09+08:00,lithium-v6-quality-text-alpha-v1,2026-08-14,LC2701,-0.00125479494959357,0,-0.00125479494959357,0,[],5,signal_close_then_next_available_open_to_following_open,,f64292eb35a0240056a2474eb35694b494968bc3c7c57881ffff0e2de84ee546,d8a2514188b7a1e110d5b9e2fcf25910058e9e86cc08e024f73a3c459e183153,a8acf96470691c5599e3876870c2c3908b1707da8711af82f7723c22b878a1b2,4c035bcea81b1624af4f0f56ff1c7f569d38b7ca5bbda54ed3d7931dc0d01059
