decision_id,recorded_at,strategy_version,signal_date,selected_contract,baseline_position,active_text_score,enhanced_position,position_delta,accepted_signal_ids,cost_bps,execution_rule,execution_trade_date,candidate_source_sha256,report_sha256,market_input_sha256,signal_input_sha256
05c46e47c4ac22b49333d6c0,2026-08-15T00:36:42+08:00,lithium-v5-quality-text-alpha-v1,2026-08-14,LC2701,-0.00125479494959357,0,-0.00125479494959357,0,[],5,signal_close_then_next_available_open_to_following_open,,2f3ede3528969fa423ae4013ec7052cddac50ca38a33a83c70fd7f47d15f5393,9fbd3f88fc9e52c6a92f4e4a1a6b0e47ba8f9b91119d4b8ec3998b347eb6091a,a8acf96470691c5599e3876870c2c3908b1707da8711af82f7723c22b878a1b2,4c035bcea81b1624af4f0f56ff1c7f569d38b7ca5bbda54ed3d7931dc0d01059
